Year	Author	Title	Data Collected	Neural Network	Task	Publication Name	Volume	Issue	Pages	DOI	Url	Abstract																				
2021	"Bjerge, Kim; Mann, Hjalte M. R.; Høye, Toke Thomas"	Real-time insect tracking and monitoring with computer vision and deep learning	Video	CNN	Regression	Remote Sensing in Ecology and Conservation	n/a	n/a		10.1002/rse2.245	https://onlinelibrary.wiley.com/doi/abs/10.1002/rse2.245	"Insects are declining in abundance and diversity, but their population trends remain uncertain as insects are difficult to monitor. Manual methods require substantial time investment in trapping and subsequent species identification. Camera trapping can alleviate some of the manual fieldwork, but the large quantities of image data are challenging to analyse. By embedding the image analyses into the recording process using computer vision techniques, it is possible to focus efforts on the most ecologically relevant image data. Here, we present an intelligent camera system, capable of detecting, tracking, and identifying individual insects in situ. We constructed the system from commercial off-the-shelf components and used deep learning open source software to perform species detection and classification. We present the Insect Classification and Tracking algorithm (ICT) that performs real-time classification and tracking at 0.33 frames per second. The system can upload summary data on the identity and movement track of insects to a server via the internet on a daily basis. We tested our system during the summer 2020 and detected 2994 insect tracks across 98 days. We achieved an average precision of 89% for correctly classified insect tracks of eight different species. This result was based on 504 manually verified tracks observed in videos during 10 days with varying insect activities. Using the track data, we could estimate the mean residence time for individual flower visiting insects within the field of view of the camera, and we were able to show a substantial variation in residence time among insect taxa. For honeybees, which were most abundant, residence time also varied through the season in relation to the plant species in bloom. Our proposed automated system showed promising results in non-destructive and real-time monitoring of insects and provides novel information about phenology, abundance, foraging behaviour, and movement ecology of flower visiting insects."																				
2021	"Bjerge, Kim; Nielsen, Jakob Bonde; Sepstrup, Martin Videbæk; Helsing-Nielsen, Flemming; Høye, Toke Thomas"	An automated light trap to monitor moths (Lepidoptera) using computer vision-based tracking and deep learning	Images	CNN	Classification	Sensors	21	2	343	10.3390/s21020343	https://www.mdpi.com/1424-8220/21/2/343	"Insect monitoring methods are typically very time-consuming and involve substantial investment in species identification following manual trapping in the field. Insect traps are often only serviced weekly, resulting in low temporal resolution of the monitoring data, which hampers the ecological interpretation. This paper presents a portable computer vision system capable of attracting and detecting live insects. More specifically, the paper proposes detection and classification of species by recording images of live individuals attracted to a light trap. An Automated Moth Trap (AMT) with multiple light sources and a camera was designed to attract and monitor live insects during twilight and night hours. A computer vision algorithm referred to as Moth Classification and Counting (MCC), based on deep learning analysis of the captured images, tracked and counted the number of insects and identified moth species. Observations over 48 nights resulted in the capture of more than 250,000 images with an average of 5675 images per night. A customized convolutional neural network was trained on 2000 labeled images of live moths represented by eight different classes, achieving a high validation F1-score of 0.93. The algorithm measured an average classification and tracking F1-score of 0.71 and a tracking detection rate of 0.79. Overall, the proposed computer vision system and algorithm showed promising results as a low-cost solution for non-destructive and automatic monitoring of moths."																				
2021	"Blischak, Paul D.; Barker, Michael S.; Gutenkunst, Ryan N."	Chromosome-scale inference of hybrid speciation and admixture with convolutional neural networks	Images	CNN	Modeling	Molecular Ecology Resources	21	8	2676-2688	10.1111/1755-0998.13355	https://onlinelibrary.wiley.com/doi/10.1111/1755-0998.13355	"Inferring the frequency and mode of hybridization among closely related organisms is an important step for understanding the process of speciation and can help to uncover reticulated patterns of phylogeny more generally. Phylogenomic methods to test for the presence of hybridization come in many varieties and typically operate by leveraging expected patterns of genealogical discordance in the absence of hybridization. An important assumption made by these tests is that the data (genes or SNPs) are independent given the species tree. However, when the data are closely linked, it is especially important to consider their nonindependence. Recently, deep learning techniques such as convolutional neural networks (CNNs) have been used to perform population genetic inferences with linked SNPs coded as binary images. Here, we use CNNs for selecting among candidate hybridization scenarios using the tree topology (((P1, P2), P3), Out) and a matrix of pairwise nucleotide divergence (dXY) calculated in windows across the genome. Using coalescent simulations to train and independently test a neural network showed that our method, HyDe-CNN, was able to accurately perform model selection for hybridization scenarios across a wide breath of parameter space. We then used HyDe-CNN to test models of admixture in Heliconius butterflies, as well as comparing it to phylogeny-based introgression statistics. Given the flexibility of our approach, the dropping cost of long-read sequencing and the continued improvement of CNN architectures, we anticipate that inferences of hybridization using deep learning methods like ours will help researchers to better understand patterns of admixture in their study organisms"																				
2021	"Borges Oliveira, Dario Augusto; Ribeiro Pereira, Luiz Gustavo; Bresolin, Tiago; Pontes Ferreira, Rafael Ehrich; Reboucas Dorea, Joao Ricardo"	A review of deep learning algorithms for computer vision systems in livestock	NA	NA	Review	Livestock Science	253		104700	10.1016/j.livsci.2021.104700	https://www.sciencedirect.com/science/article/pii/S1871141321003085	"In livestock operations, systematically monitoring animal body weight, biometric body measurements, animal behavior, feed bunk, and other difficult-to-measure phenotypes is manually unfeasible due to labor, costs, and animal stress. Applications of computer vision are growing in importance in livestock systems due to their ability to generate real-time, non-invasive, and accurate animal-level information. However, the development of a computer vision system requires sophisticated statistical and computational approaches for efficient data management and appropriate data mining, as it involves massive datasets. This article aims to provide an overview of how deep learning has been implemented in computer vision systems used in livestock, and how such implementation can be an effective tool to predict animal phenotypes and to accelerate the development of predictive modeling for precise management decisions. First, we reviewed the most recent milestones achieved with computer vision systems and the respective deep learning algorithms implemented in Animal Science studies. Then, we reviewed the published research studies in Animal Science which used deep learning algorithms as the primary analytical strategy for image classification, object detection, object segmentation, and feature extraction. The great number of reviewed articles published in the last few years demonstrates the high interest and rapid development of deep learning algorithms in computer vision systems across livestock species. Deep learning algorithms for computer vision systems, such as Mask R-CNN, Faster R-CNN, YOLO (v3 and v4), DeepLab v3, U-Net and others have been used in Animal Science research studies. Additionally, network architectures such as ResNet, Inception, Xception, and VGG16 have been implemented in several studies across livestock species. The great performance of these deep learning algorithms suggests an improved predictive ability in livestock applications and a faster inference. However, only a few articles fully described the deep learning algorithms and their implementation. Thus, information regarding hyperparameter tuning, pre-trained weights, deep learning backbone, and hierarchical data structure were missing. We summarized peer-reviewed articles by computer vision tasks (image classification, object detection, and object segmentation), deep learning algorithms, animal species, and phenotypes including animal identification and behavior, feed intake, animal body weight, and many others. Understanding the principles of computer vision and the algorithms used for each application is crucial to develop efficient systems in livestock operations. Such development will potentially have a major impact on the livestock industry by predicting real-time and accurate phenotypes, which could be used in the future to improve farm management decisions, breeding programs through high-throughput phenotyping, and optimized data-driven interventions."																				
2021	"Burbrink, Frank T; Bernstein, Justin M; Kuhn, Arianna; Gehara, Marcelo; Ruane, Sara"	Ecological divergence and the history of gene flow in the Nearctic milksnakes (Lampropeltis triangulum complex)	Molecular	DNN	Classification	Systematic Biology			syab093	10.1093/sysbio/syab093	https://academic.oup.com/sysbio/advance-article-abstract/doi/10.1093/sysbio/syab093/6433690	"Many phylogeographic studies on species with large ranges have found genetic–geographic structure associated with changes in habitat and physical barriers preventing or reducing gene flow. These interactions with geographic space, contemporary and historical climate, and biogeographic barriers have complex effects on contemporary population genetic structure and processes of speciation. While allopatric speciation at biogeographic barriers is considered the primary mechanism for generating species, more recently it has been shown that parapatric modes of divergence may be equally or even more common. With genomic data and better modeling capabilities, we can more clearly define causes of speciation in relation to biogeography and migration between lineages, the location of hybrid zones with respect to the ecology of parental lineages, and differential introgression of genes between taxa. Here, we examine the origins of three Nearctic milksnakes (Lampropeltis elapsoides, Lampropeltis triangulum and Lampropeltis gentilis) using genome-scale data to better understand species diversification. Results from artificial neural networks show that a mix of a strong biogeographic barrier, environmental changes, and physical space has affected genetic structure in these taxa. These results underscore conspicuous environmental changes that occur as the sister taxa L. triangulum and L. gentilis diverged near the Great Plains into the forested regions of the Eastern Nearctic. This area has been recognized as a region for turnover for many vertebrate species, but as we show here the contemporary boundary does not isolate these sister species. These two species likely formed in the mid-Pleistocene and have remained partially reproductively isolated over much of this time, showing differential introgression of loci. We also demonstrate that when L. triangulum and L. gentilis are each in contact with the much older L. elapsoides, some limited gene flow has occurred. Given the strong agreement between nuclear and mtDNA genomes, along with estimates of ecological niche, we suggest that all three lineages should continue to be recognized as unique species. Furthermore, this work emphasizes the importance of considering complex modes of divergence and differential allelic introgression over a complex landscape when testing mechanisms of speciation. [Cline; delimitation; Eastern Nearctic; Great Plains; hybrids; introgression; speciation.]"																				
2021	"Burbrink, Frank T.; Gehara, Marcelo; McKelvy, Alexander D.; Myers, Edward A."	Resolving spatial complexities of hybridization in the context of the gray zone of speciation in North American ratsnakes (Pantherophis obsoletus complex)	"Environmental, Molecular"	DNN	"Classification, Regression"	Evolution	75	2	260-277	10.1111/evo.14141	https://onlinelibrary.wiley.com/doi/abs/10.1111/evo.14141	"Inferring the history of divergence between species in a framework that permits the presence of gene flow has been crucial for characterizing the “gray zone” of speciation, which is the period of time where lineages have diverged but have not yet achieved strict reproductive isolation. However, estimates of both divergence times and rates of gene flow often ignore spatial information, for example when considering the location and width of hybrid zones with respect to changes in the environment between lineages. Using population genomic data from the North American ratsnake complex (Pantherophis obsoletus), we connected phylogeographic estimates of lineage structure, migration, historical demography, and timing of divergence with hybrid zone dynamics. We examined the spatial context of diversification by linking migration and timing of divergence to the location and widths of hybrid zones. Artificial neural network approaches were applied to understand how landscape features and past climate have influenced population genetic structure among these lineages. We found that rates of migration between lineages were associated with the overall width of hybrid zones. Timing of divergence was not related to migration rate or hybrid zone width across species pairs but may be related to the number of alleles weakly introgressing through hybrid zones. This research underscores how incomplete reproductive isolation can be better understood by considering differential allelic introgression and the effects of historical and contemporary landscape features on the formation of lineages as well as overall genomic estimates of migration rates through time."																				
2021	"Burger, Klara Elisabeth; Pfaffelhuber, Peter; Baumdicker, Franz"	Neural networks for self-adjusting mutation rate estimation when the recombination rate is unknown	Molecular	DNN	Regression	bioRxiv				10.1101/2021.09.02.457550	http://biorxiv.org/lookup/doi/10.1101/2021.09.02.457550	"Estimating the mutation rate, or equivalently effective population size, is a common task in population genetics. If recombination is low or high, the optimal linear estimation methods, namely Fu’s and Watterson’s estimator, are known and well understood. For intermediate recombination rates, the calculation of optimal estimators is more involved. As an alternative to model-based estimation, neural networks and other machine learning tools could help to develop good estimators in these involved scenarios. However, if no benchmark is available it is difficult to assess how well suited these tools are for different applications in population genetics. Here we investigate feedforward neural networks for the estimation of the mutation rate and compare their performance with the frequently used optimal estimators introduced by Fu and Watterson. We find that neural networks can reproduce the optimal estimators if provided with the appropriate features and training sets. Remarkably, only one hidden layer is necessary to obtain a single estimator that performs almost as well as the optimal estimators for both, low and high recombination rates and provides a superior estimation method for intermediate recombination rates at the same time."																				
2021	"Cai, Jiarui; Wang, Yizhou; Hwang, Jenq-Neng"	ACE: Ally Complementary Experts for Solving Long-Tailed Recognition in One-Shot	Images	CNN	Classification	arXiv				10.48550/arXiv.2108.02385	http://arxiv.org/abs/2108.02385	"One-stage long-tailed recognition methods improve the overall performance in a ""seesaw"" manner, i.e., either sacrifice the head's accuracy for better tail classification or elevate the head's accuracy even higher but ignore the tail. Existing algorithms bypass such trade-off by a multi-stage training process: pre-training on imbalanced set and fine-tuning on balanced set. Though achieving promising performance, not only are they sensitive to the generalizability of the pre-trained model, but also not easily integrated into other computer vision tasks like detection and segmentation, where pre-training of classifiers solely is not applicable. In this paper, we propose a one-stage long-tailed recognition scheme, ally complementary experts (ACE), where the expert is the most knowledgeable specialist in a sub-set that dominates its training, and is complementary to other experts in the less-seen categories without being disturbed by what it has never seen. We design a distribution-adaptive optimizer to adjust the learning pace of each expert to avoid over-fitting. Without special bells and whistles, the vanilla ACE outperforms the current one-stage SOTA method by 3-10% on CIFAR10-LT, CIFAR100-LT, ImageNet-LT and iNaturalist datasets. It is also shown to be the first one to break the ""seesaw"" trade-off by improving the accuracy of the majority and minority categories simultaneously in only one stage. Code and trained models are at https://github.com/jrcai/ACE."																				
2021	"Capinha, César; Ceia-Hasse, Ana; Kramer, Andrew M.; Meijer, Christiaan"	Deep learning for supervised classification of temporal data in ecology	Temporal	"CNN, Other"	"Regression, Modeling"	Ecological Informatics	61		e101252	10.1016/j.ecoinf.2021.101252	https://linkinghub.elsevier.com/retrieve/pii/S1574954121000431	"Temporal data is ubiquitous in ecology and ecologists often face the challenge of accurately differentiating these data into predefined classes, such as biological entities or ecological states. The usual approach consists of transforming the time series into user-defined features and then using these features as predictors in conventional statistical or machine learning models. Here we suggest the use of deep learning models as an alternative to this approach. Recent deep learning techniques can perform the classification directly from the time series, elimi_ nating subjective and resource-consuming data transformation steps, and potentially improving classification results. We describe some of the deep learning architectures relevant for time series classification and show how these architectures and their hyper-parameters can be tested and used for the classification problems at hand. We illustrate the approach using three case studies from distinct ecological subdisciplines: i) insect species identi_ fication from wingbeat spectrograms; ii) species distribution modelling from climate time series and iii) the classification of phenological phases from continuous meteorological data. The deep learning approach delivered ecologically sensible and accurate classifications demonstrating its potential for wide applicability across sub_ fields of ecology."																				
2021	"Carbonell-Rivera, Juan Pedro; Torralba, Jesús; Estornell, Javier; Ruiz, Luis Ángel; Crespo-Peremarch, Pablo"	Classification of Mediterranean Shrub Species from UAV Point Clouds	Images	DNN	Classification	Remote Sensing	14	1	199	10.3390/rs14010199	https://www.mdpi.com/2072-4292/14/1/199	"Modelling fire behaviour in forest fires is based on meteorological, topographical, and vegetation data, including species’ type. To accurately parameterise these models, an inventory of the area of analysis with the maximum spatial and temporal resolution is required. This study investigated the use of UAV-based digital aerial photogrammetry (UAV-DAP) point clouds to classify tree and shrub species in Mediterranean forests, and this information is key for the correct generation of wildfire models. In July 2020, two test sites located in the Natural Park of Sierra Calderona (eastern Spain) were analysed, registering 1036 vegetation individuals as reference data, corresponding to 11 shrub and one tree species. Meanwhile, photogrammetric flights were carried out over the test sites, using a UAV DJI Inspire 2 equipped with a Micasense RedEdge multispectral camera. Geometrical, spectral, and neighbour-based features were obtained from the resulting point cloud generated. Using these features, points belonging to tree and shrub species were classified using several machine learning methods, i.e., Decision Trees, Extra Trees, Gradient Boosting, Random Forest, and MultiLayer Perceptron. The best results were obtained using Gradient Boosting, with a mean cross-validation accuracy of 81.7% and 91.5% for test sites 1 and 2, respectively. Once the best classifier was selected, classified points were clustered based on their geometry and tested with evaluation data, and overall accuracies of 81.9% and 96.4% were obtained for test sites 1 and 2, respectively. Results showed that the use of UAV-DAP allows the classification of Mediterranean tree and shrub species. This technique opens a wide range of possibilities, including the identification of species as a first step for further extraction of structure and fuel variables as input for wildfire behaviour models."																				
2021	"Cheeseman, Ted; Southerland, Ken; Park, Jinmo; Olio, Marilia; Flynn, Kiirsten; Calambokidis, John; Jones, Lindsey; Garrigue, Claire; Frisch Jordán, Astrid; Howard, Addison; Reade, Walter; Neilson, Janet; Gabriele, Christine; Clapham, Phil"	"Advanced image recognition: a fully automated, high-accuracy photo-identification matching system for humpback whales"	Images	CNN	Classification	Mammalian Biology				10.1007/s42991-021-00180-9	https://link.springer.com/article/10.1007/s42991-021-00180-9	"We describe the development and application of a new convolutional neural network-based photo-identification algorithm for individual humpback whales (Megaptera novaeangliae). The method uses a Densely Connected Convolutional Network (DenseNet) to extract special keypoints of an image of the ventral surface of the fluke and then a separate DenseNet trained to look for features within these keypoints. The extracted features are then compared against those of the reference set of previously known humpback whales for similarity. This offers the potential to successfully automate recognition of individuals in large photographic datasets such as in ocean basin-wide marine mammal studies. The algorithm requires minimal image pre-processing and is capable of accurate, rapid matching of fair to high-quality humpback fluke photographs. In real world testing compared to manual image matching, the algorithm reduces image management time by at least 98% and reduces error rates of missing potential matches from approximately 6–9% to 1–3%. The success of this new system permits automated comparisons to be made for the first time across photo-identification datasets with tens to hundreds of thousands of individually identified encounters, with profound implications for long-term and large population studies of the species."																				
2021	"Chen, Chen; Zhu, Weixing; Norton, Tomas"	Behaviour recognition of pigs and cattle: Journey from computer vision to deep learning	NA	NA	Review	Computers and Electronics in Agriculture	187		106255	10.1016/j.compag.2021.106255	https://www.sciencedirect.com/science/article/pii/S0168169921002726	"The increasing demand for sustainable livestock products also demands new considerations in animal breeding. Breeding programs are now seeking to integrate animal behavioural phenotypes, as these relate to the productivity, health and welfare of the animals and thereby can influence yield and economic benefits in the industry. Traditional manual observation of pig behaviour is time-consuming, laborious, subjective, and difficult to achieve in continuous and large-scale operations. It is not surprising that computer vision technology with the advantages of being objective, non-invasive and continuous has been widely researched for its use in the recognition of livestock behaviours over recent years. Nevertheless, in studies of livestock behaviour recognition, computer vision technology faces some challenges, e.g., complex scenes, variable illumination, occlusion, touching and overlapping between livestock, which has limited the fast translation of technology to industry. On the other hand, deep learning technology has proven to solve these difficulties to a certain extent and is being adopted to recognise livestock behaviours. This paper mainly evaluates the recent developments in computer vision methods for recognition of these behaviours in pigs and cattle. The focus on these species is made possible by the number of studies exist quantifying behaviours that are of importance for their health, welfare and productivity such as aggression, drinking, feeding, lameness, mounting, posture, tail-biting and nursing. This review paper especially analyses the development of image segmentation, identification and behaviour recognition using tradition computer vision and more recent deep learning methods, and evaluates the evolution of key research in the field. We elaborate the research trend of livestock behaviour recognition from four aspects, i.e., development of robust livestock identification algorithms, recognition of livestock behaviours for different growth stages, further quantification of the results of behaviour recognition, and building evaluation system of growth status, health and welfare."																				
2021	"Chen, Jian-Wen; Lin, Wan-Ju; Cheng, Hui-Jun; Hung, Che-Lun; Lin, Chun-Yuan; Chen, Shu-Pei"	A Smartphone-Based Application for Scale Pest Detection Using Multiple-Object Detection Methods	Images	CNN	"Classification, Regression"	Electronics	10	4	372	10.3390/electronics10040372	https://www.mdpi.com/2079-9292/10/4/372	"Taiwan’s economy mainly relies on the export of agricultural products. If even the suspicion of a pest is found in the crop products after they are exported, not only are the agricultural products returned but the whole batch of crops is destroyed, resulting in extreme crop losses. The species of mealybugs, Coccidae, and Diaspididae, which are the primary pests of the scale insect in Taiwan, can not only lead to serious damage to the plants but also severely affect agricultural production. Hence, to recognize the scale pests is an important task in Taiwan’s agricultural field. In this study, we propose an AI-based pest detection system for solving the specific issue of detection of scale pests based on pictures. Deep-learning-based object detection models, such as faster region-based convolutional networks (Faster R-CNNs), single-shot multibox detectors (SSDs), and You Only Look Once v4 (YOLO v4), are employed to detect and localize scale pests in the picture. The experimental results show that YOLO v4 achieved the highest classification accuracy among the algorithms, with 100% in mealybugs, 89% in Coccidae, and 97% in Diaspididae. Meanwhile, the computational performance of YOLO v4 has indicated that it is suitable for real-time application. Moreover, the inference results of the YOLO v4 model further help the end user. A mobile application using the trained scale pest recognition model has been developed to facilitate pest identification in farms, which is helpful in applying appropriate pesticides to reduce crop losses."																				
2021	"Chen, Qianjun; Ding, Yongchang; Liu, Chang; Liu, Jie; He, Tingting"	Research on Spider Sex Recognition From Images Based on Deep Learning	Images	CNN	Classification	IEEE Access	9		120985-120995	10.1109/ACCESS.2021.3109120	https://ieeexplore.ieee.org/document/9525395	"The rapid and accurate identification of spider sex is the first step in spider image recognition. The traditional artificial method used to identify the sex of mature spiders is mainly based on their genital structures (male palps or female epigynum) and highly dependent on the professional background of the identifiers. This article uses computer-based deep learning and transfer learning to identify the sex of spider, explores the design and application of convolutional neural networks in deep learning for spider sex recognition from images, and establishes a neural network model that displays excellent performance in experiments. In addition to optimizing the network model, we select appropriate hyperparameters to improve the accuracy of recognition and reduce the influence of human factors in the identification process. Through a comparison of multiple sets of experiments based on existing sample data collected in the laboratory, we find that the transfer learning method based on Xception can obtain better prediction accuracy than ResNet-152. After data augmentation, the optimization of a combined activation function and the fine-tuning of frozen layers, the prediction accuracy reaches 98.02%, and for an actual measurement of independent samples, the recognition accuracy reaches 92.38%. Therefore, the proposed method can basically replace manual identification and provide a reference for the artificial intelligence-based identification of spider species. Additionally, the model results indicate that male and female dimorphism may exist beyond the non-genital characteristics of spiders."																				
2021	"Chen, Serena H.; Londoño-Larrea, Pablo; McGough, Andrew Stephen; Bible, Amber N.; Gunaratne, Chathika; Araujo-Granda, Pablo A.; Morrell-Falvey, Jennifer L.; Bhowmik, Debsindhu; Fuentes-Cabrera, Miguel"	Application of Machine Learning Techniques to an Agent-Based Model of Pantoea	Other	DNN	Regression	Frontiers in Microbiology	12			10.3389/fmicb.2021.726409	https://www.frontiersin.org/article/10.3389/fmicb.2021.726409	"Agent-based modeling (ABM) is a powerful simulation technique which describes a complex dynamic system based on its interacting constituent entities. While the flexibility of ABM enables broad application, the complexity of real-world models demands intensive computing resources and computational time; however, a metamodel may be constructed to gain insight at less computational expense. Here, we developed a model in NetLogo to describe the growth of a microbial population consisting of Pantoea. We applied 13 parameters that defined the model and actively changed seven of the parameters to modulate the evolution of the population curve in response to these changes. We efficiently performed more than 3,000 simulations using a Python wrapper, NL4Py. Upon evaluation of the correlation between the active parameters and outputs by random forest regression, we found that the parameters which define the depth of medium and glucose concentration affect the population curves significantly. Subsequently, we constructed a metamodel, a dense neural network, to predict the simulation outputs from the active parameters and found that it achieves high prediction accuracy, reaching an R2 coefficient of determination value up to 0.92. Our approach of using a combination of ABM with random forest regression and neural network reduces the number of required ABM simulations. The simplified and refined metamodels may provide insights into the complex dynamic system before their transition to more sophisticated models that run on high-performance computing systems. The ultimate goal is to build a bridge between simulation and experiment, allowing model validation by comparing the simulated data to experimental data in microbiology."																				
2021	"Chen, Zhiting; Liu, Hongyan; Xu, Chongyang; Wu, Xiuchen; Liang, Boyi; Cao, Jing; Chen, Deliang"	Modeling vegetation greenness and its climate sensitivity with deep-learning technology	Other	RNN	Regression	Ecology and Evolution	11	12	7335-7345	10.1002/ece3.7564	https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.7564	"Climate sensitivity of vegetation has long been explored using statistical or process-based models. However, great uncertainties still remain due to the methodologies’ deficiency in capturing the complex interactions between climate and vegetation. Here, we developed global gridded climate–vegetation models based on long short-term memory (LSTM) network, which is a powerful deep-learning algorithm for long-time series modeling, to achieve accurate vegetation monitoring and investigate the complex relationship between climate and vegetation. We selected the normalized difference vegetation index (NDVI) that represents vegetation greenness as model outputs. The climate data (monthly temperature and precipitation) were used as inputs. We trained the networks with data from 1982 to 2003, and the data from 2004 to 2015 were used to validate the models. Error analysis and sensitivity analysis were performed to assess the model errors and investigate the sensitivity of global vegetation to climate change. Results show that models based on deep learning are very effective in simulating and predicting the vegetation greenness dynamics. For models training, the root mean square error (RMSE) is <0.01. Model validation also assure the accuracy of our models. Furthermore, sensitivity analysis of models revealed a spatial pattern of global vegetation to climate, which provides us a new way to investigate the climate sensitivity of vegetation. Our study suggests that it is a good way to integrate deep-learning method to monitor the vegetation change under global change. In the future, we can explore more complex climatic and ecological systems with deep learning and coupling with certain physical process to better understand the nature."																				
2021	"Christin, Sylvain; Hervet, Éric; Lecomte, Nicolas"	Going further with model verification and deep learning	NA	NA	Review	Methods in Ecology and Evolution	12	1	130-134	10.1111/2041-210X.13494	https://onlinelibrary.wiley.com/doi/10.1111/2041-210X.13494	"In our recent review paper aiming to introduce deep learning to ecologists, we presented a workflow describing the steps required to create a deep learning model. This figure did not present some of the following steps of model use such as model verification. By ensuring model adequacy, model verification is an important step after model creation in order to answer ecological questions. Adding model verification to a deep learning model development workflow can raise some new issues such as detecting the difference among the multiple datasets or what to do when model verification fails. In the spirit of our previous review, we identify some questions users trying to verify their deep learning model can have and try to find, for each, a solution to help them navigate the steps of deep learning model testing. We provide an additional cheat sheet to quickly help answer common questions regarding using model verification and deep learning. We hope these resources help stimulate further synthesis and coherence in the use of deep learning models in ecology"																				
2021	"Chung, Yi; Chou, Chih-Ang; Li, Chih-Yang"	Central Attention and a Dual Path Convolutional Neural Network in Real-World Tree Species Recognition	Images	CNN	Classification	International Journal of Environmental Research and Public Health	18	3	961	10.3390/ijerph18030961	https://www.mdpi.com/1660-4601/18/3/961	"Identifying plants is not only the job of professionals, but also useful or essential for the plant lover and the general public. Although deep learning approaches for plant recognition are promising, driven by the success of convolutional neural networks (CNN), their performances are still far from the requirements of an in-field scenario. First, we propose a central attention concept that helps focus on the target instead of backgrounds in the image for tree species recognition. It could prevent model training from confused vision by establishing a dual path CNN deep learning framework, in which the central attention model combined with the CNN model based on InceptionV3 were employed to automatically extract the features. These two models were then learned together with a shared classification layer. Experimental results assessed the effectiveness of our proposed approach which outperformed each uni-path alone, and existing methods in the whole plant recognition system. Additionally, we created our own tree image database where each photo contained a wealth of information on the entire tree instead of an individual plant organ. Lastly, we developed a prototype system of an online\/offline available tree species identification working on a consumer mobile platform that can identify the tree species not only by image recognition, but also detection and classification in real-time remotely."																				
2021	"Connolly, Rod M.; Fairclough, David V.; Jinks, Eric L.; Ditria, Ellen M.; Jackson, Gary; Lopez-Marcano, Sebastian; Olds, Andrew D.; Jinks, Kristin I."	Improved accuracy for automated counting of a fish in baited underwater videos for stock assessment	Images	CNN	Regression	Frontiers in Marine Science	8			10.3389/fmars.2021.658135	https://www.frontiersin.org/article/10.3389/fmars.2021.658135	"The ongoing need to sustainably manage fishery resources can benefit from fishery-independent monitoring of fish stocks. Camera systems, particularly baited remote underwater video system (BRUVS), are a widely used and repeatable method for monitoring relative abundance, required for building stock assessment models. The potential for BRUVS-based monitoring is restricted, however, by the substantial costs of manual data extraction from videos. Computer vision, in particular deep learning (DL) models, are increasingly being used to automatically detect and count fish at low abundances in videos. One of the advantages of BRUVS is that bait attractants help to reliably detect species in relatively short deployments (e.g., 1 h). The high abundances of fish attracted to BRUVS, however, make computer vision more difficult, because fish often obscure other fish. We build upon existing DL methods for identifying and counting a target fisheries species across a wide range of fish abundances. Using BRUVS imagery targeting a recovering fishery species, Australasian snapper ( Chrysophrys auratus ), we tested combinations of three further mathematical steps likely to generate accurate, efficient automation: (1) varying confidence thresholds (CTs), (2) on\/off use of sequential non-maximum suppression (Seq-NMS), and (3) statistical correction equations. Output from the DL model was more accurate at low abundances of snapper than at higher abundances (&amp;gt;15 fish per frame) where the model over-predicted counts by as much as 50%. The procedure providing the most accurate counts across all fish abundances, with counts either correct or within 1–2 of manual counts ( R 2 = 88%), used Seq-NMS, a 45% CT, and a cubic polynomial corrective equation. The optimised modelling provides an automated procedure offering an effective and efficient method for accurately identifying and counting snapper in the BRUV footage on which it was tested. Additional evaluation will be required to test and refine the procedure so that automated counts of snapper are accurate in the survey region over time, and to determine the applicability to other regions within the distributional range of this species. For monitoring stocks of fishery species more generally, the specific equations will differ but the procedure demonstrated here could help to increase the usefulness of BRUVS."																				
2021	"Conway, Alexander M.; Durbach, Ian N.; McInnes, Alistair; Harris, Robert N."	Frame-by-frame annotation of video recordings using deep neural networks	Video	"CNN, RNN"	Classification	Ecosphere	12	3	e03384	10.1002/ecs2.3384	https://onlinelibrary.wiley.com/doi/abs/10.1002/ecs2.3384	"Video data are widely collected in ecological studies, but manual annotation is a challenging and time-consuming task, and has become a bottleneck for scientific research. Classification models based on convolutional neural networks (CNNs) have proved successful in annotating images, but few applications have extended these to video classification. We demonstrate an approach that combines a standard CNN summarizing each video frame with a recurrent neural network (RNN) that models the temporal component of video. The approach is illustrated using two datasets: one collected by static video cameras detecting seal activity inside coastal salmon nets and another collected by animal-borne cameras deployed on African penguins, used to classify behavior. The combined RNN-CNN led to a relative improvement in test set classification accuracy over an image-only model of 25% for penguins (80% to 85%), and substantially improved classification precision or recall for four of six behavior classes (12–17%). Image-only and video models classified seal activity with very similar accuracy (88 and 89%), and no seal visits were missed entirely by either model. Temporal patterns related to movement provide valuable information about animal behavior, and classifiers benefit from including these explicitly. We recommend the inclusion of temporal information whenever manual inspection suggests that movement is predictive of class membership."																				
